relpath,mode,cfg,policy,traces,runtime_s,ipc_system,ipc_mean_core,l1_miss_pct,l2_miss_pct,llc_miss_pct,llc_hit_rate,llc_writes,l1_access,l2_access,llc_access,l1_miss,l2_miss,llc_miss,llc_hit,total_instr,total_cycles,label
task2_multicore/assoc_sweep/4MB_16way/lru/output.log,assoc,4MB_16way,,"619.lbm_s-3766B, 403.gcc-16B, 401.bzip2-277B, 620.omnetpp_s-874B",335.0,1.034369398002059,0.82254775,8.528308614148859,37.01943370383666,24.414902830859724,75.58509716914028,547254.0,15133927.0,2186665.0,1356655.0,1290668.0,809491.0,331226.0,1025429.0,40000009.0,38670913.0,4MB 16way
task2_multicore/assoc_sweep/4MB_8way/lru/output.log,assoc,4MB_8way,,"619.lbm_s-3766B, 403.gcc-16B, 401.bzip2-277B, 620.omnetpp_s-874B",343.0,0.932182543309543,0.65308425,8.538991878322573,37.026750782584436,28.273844387911097,71.7261556120889,547749.0,15114981.0,2186665.0,1357311.0,1290667.0,809651.0,383764.0,973547.0,40000007.0,42910058.0,4MB 8way
